110
0 68
0 102
1 16
1 72
1 104
2 32
3 25
3 36
3 74
3 76
3 105
4 48
4 97
5 44
5 81
5 82
5 91
5 108
6 11
6 23
6 28
6 32
6 40
6 44
6 66
6 80
6 91
6 94
7 21
7 29
7 46
7 49
7 55
7 58
7 73
7 80
7 81
7 101
8 17
8 22
8 26
8 42
8 65
8 95
9 18
9 27
9 28
9 31
9 50
10 36
10 65
10 72
10 106
11 21
11 34
11 49
12 23
12 41
12 56
12 63
12 70
13 55
13 77
13 81
14 93
14 102
15 31
15 43
16 17
16 42
16 58
16 61
16 100
17 77
17 81
17 83
17 87
17 104
18 60
18 99
18 101
18 104
19 63
19 69
19 81
19 84
19 89
20 42
20 43
20 101
20 109
21 43
22 50
22 94
23 33
23 38
23 66
23 74
24 33
24 35
24 49
24 109
25 29
25 34
25 85
26 93
27 29
27 52
27 87
28 63
28 86
29 54
30 61
30 81
30 90
31 80
31 83
31 89
32 84
33 64
33 89
34 71
34 74
36 71
37 101
37 104
38 98
39 68
39 77
39 86
39 93
40 50
40 108
41 46
41 51
41 90
41 95
42 77
43 82
43 101
43 103
44 47
44 57
44 71
45 69
46 70
46 72
47 49
47 70
47 73
47 78
47 90
48 66
48 72
48 81
48 101
49 51
49 103
50 94
51 59
51 66
53 66
53 101
54 69
54 96
55 79
55 84
55 94
56 66
56 78
56 84
57 63
57 64
57 79
57 90
57 104
58 75
58 87
58 99
58 106
59 95
59 103
59 109
61 86
61 87
61 95
61 109
62 68
62 88
64 91
66 90
67 71
67 107
69 91
69 107
70 82
71 74
75 82
75 96
76 86
76 101
77 78
77 98
78 101
79 89
80 105
81 94
83 102
84 92
84 109
85 109
87 99
87 109
88 104
89 108
91 97
93 95
97 103
99 101
105 107
