120
0 41
0 90
0 100
0 104
1 33
1 35
1 65
1 85
2 14
3 19
3 49
3 66
3 96
4 25
4 61
4 81
4 89
5 31
5 54
5 67
5 98
6 62
6 71
6 72
7 49
7 86
8 10
8 74
8 89
9 34
9 53
10 41
10 53
10 91
10 104
11 14
11 52
11 83
11 96
11 119
12 34
12 82
13 24
13 74
13 88
13 93
13 106
14 46
14 86
14 89
14 94
14 107
15 78
15 81
16 31
16 32
16 51
16 58
16 70
16 81
16 117
17 25
17 27
17 102
17 110
18 28
18 62
18 67
18 86
20 51
21 35
21 42
21 80
21 91
21 108
22 34
22 52
22 57
23 38
23 73
23 96
24 43
24 78
24 85
24 91
24 118
25 63
26 36
26 38
27 35
27 78
27 81
27 92
27 93
27 94
27 100
27 115
28 53
28 58
28 103
28 116
28 119
29 51
29 107
30 47
30 90
30 96
30 103
31 49
31 55
31 67
31 98
31 109
31 112
32 84
33 59
33 102
33 104
34 117
35 60
35 99
36 40
36 50
36 80
36 92
36 104
37 38
37 69
37 107
37 112
38 68
38 103
39 40
39 50
39 84
40 47
40 62
40 82
40 97
40 100
40 115
41 91
42 48
42 93
42 101
42 114
43 62
43 109
43 119
44 61
44 68
44 80
44 103
45 46
45 108
45 117
47 85
47 98
48 59
49 118
50 59
50 92
50 103
51 67
53 72
53 78
53 79
53 105
53 115
54 71
54 88
55 78
55 86
55 108
56 71
56 81
56 104
57 59
57 111
58 62
58 115
59 86
59 98
59 107
61 70
61 118
63 68
64 91
64 111
65 91
65 98
66 77
66 79
66 103
67 93
68 81
68 98
69 104
71 86
72 105
73 96
73 106
74 83
74 117
75 98
75 104
76 84
76 93
77 96
77 111
78 93
79 95
80 113
81 84
81 102
81 119
84 96
84 103
84 107
85 92
87 98
88 106
90 103
91 106
91 112
92 110
93 114
97 102
99 117
100 103
101 104
101 117
102 106
103 110
106 115
108 109
109 111
111 113
112 114
113 115
