90
0 11
0 19
0 62
0 73
0 83
0 88
1 2
1 20
1 21
1 85
2 45
2 74
2 84
3 7
3 26
3 68
4 45
4 71
5 15
5 20
5 25
5 51
5 64
6 22
6 23
6 81
7 18
7 21
7 25
7 43
7 52
7 74
7 75
7 78
8 13
8 24
8 47
8 73
9 15
9 34
9 49
9 51
9 74
10 39
10 46
10 72
10 74
11 25
11 41
11 67
12 50
13 36
13 67
14 67
14 76
14 87
15 48
15 76
15 78
15 80
16 20
16 79
16 85
17 24
17 61
17 65
17 66
17 67
17 68
18 29
18 53
18 63
18 67
19 42
19 83
20 61
21 87
22 41
22 67
22 77
23 83
24 88
25 45
25 57
25 59
26 32
26 36
26 60
26 64
26 81
27 31
27 36
27 51
27 70
28 38
29 31
30 47
30 48
31 40
31 43
31 55
31 76
32 60
32 78
32 86
33 34
33 60
33 64
33 66
33 88
34 35
34 40
34 82
35 85
36 67
36 87
37 52
37 67
37 76
38 86
39 48
39 56
40 43
40 44
40 47
40 77
41 68
41 87
42 64
42 67
43 66
43 79
43 82
44 48
44 58
45 57
45 75
45 77
45 78
46 71
46 75
47 53
47 82
47 86
48 71
49 89
50 58
50 78
51 56
51 60
53 58
53 64
53 89
54 60
55 57
56 72
56 83
57 78
58 86
59 60
60 81
61 66
61 89
62 85
63 80
63 85
64 70
65 71
65 81
66 69
66 71
66 73
66 74
68 77
70 76
71 82
72 73
74 85
79 86
83 87
