70
0 35
0 48
0 67
1 43
1 45
1 60
1 68
2 34
2 53
2 59
3 12
3 32
3 42
3 49
3 63
4 16
4 18
4 21
4 22
4 23
4 35
4 43
4 48
4 69
5 66
5 67
6 22
6 29
6 40
7 40
7 42
7 60
7 63
7 66
8 22
8 27
9 18
9 22
9 28
9 39
9 44
9 55
9 58
9 68
10 62
11 14
11 24
11 35
12 17
12 20
12 40
13 26
13 29
13 49
14 16
14 61
15 19
15 24
15 27
15 30
15 36
16 19
16 40
17 29
17 39
17 59
18 22
19 26
19 30
19 64
19 66
20 26
20 31
20 32
20 43
20 51
20 53
20 63
21 30
23 29
23 59
24 40
24 54
24 65
25 27
25 56
26 60
26 67
27 31
27 38
27 59
27 61
28 57
28 60
28 61
28 66
29 34
29 47
30 35
30 64
31 44
31 62
32 38
32 50
32 65
32 66
33 50
34 60
35 41
35 42
35 55
35 62
36 42
36 43
36 56
36 59
37 40
37 45
37 67
38 46
39 61
40 61
41 54
43 44
43 69
45 57
46 47
47 64
49 64
52 65
52 69
53 59
53 62
54 64
55 67
56 67
59 60
61 67
64 67
68 69
